Sort,Latitude,Longitude,Sample Sites,Year,,High_Low,DateNote,Slope,WShedArea,DistanceUS,DATE,TIME,D'/W',Depth(ft),Width(ft),XC_Area,W/D,TEMP.,pH,COND.,DO,VEL.,TURB.,TSS,NH3,Hardness,Ca,Mg,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Na,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,43.67711111,101.845075,Bear in the Lodge II,1994,,H,,,,,6/27/94,1:44pm,"1'/24'10""",1.0,24.8,24.8,24.8,26.6,8.43,175,6.98,1.57,167.6,,,,,,208,15,0.39,42,0.37,0.12,0.64,1.3,0.042,0.31,0.025,,0.02,22.6,0.020,0.57,0,,,,63,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,43.67711111,101.845075,Bear in the Lodge II,1994,,L,,,,,,,,,,,,,,,,,,,,,,,220,9,0.43,56,0.2,0.00,0.674,0.71,0.065,0.12,0.029,,0.011,0.85,0.007,0.31,0.0003,,,,70,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,43.67711111,101.845075,Bear in the Lodge II,1995,,H,,,,,6/6/95,2:12pm,    ----,,,,,22.9,8.6,58,3.16,,58.5,,,,,,248,7,0.37,29,0.28,0.00,0.177,0.72,0.006,1.22,0.024,,0.05,53.6,0.036,1.38,0.0006,,,,113,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,43.67711111,101.845075,Bear in the Lodge II,1995,,L,,,,,10/16/95,1:14pm,.8'16',0.7,16,10.66666667,24,12.57,8.51,623,8,1.38,8.2,,,,,,244,11,0.43,30,0,0,0.233,0.253,0.012,0,0,,0,2.05,0.000,0.08,0,,,,69,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,43.67711111,101.845075,Bear in the Lodge II,1996,,H,e,,,,6/12/96,,,,,,,,,,,,,,,,,,300,6,0.5,42,0.21,0,0.28,0.45,0.014,0.195,0.008,,0.012,8.5,0.005,0.31,0.0007,,,,94,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,43.67711111,101.845075,Bear in the Lodge II,1996,,H,,,,,8/20/96,12:40pm,"1'7""/11'8""",1.6,11.8,18.68333333,7.452631579,24.8,10.6,597,1.34,2.3,126.4,,,,,, , , , , , , , ,  , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,43.27814444,101.8248556,Bear in the Lodge II,1997,,H,,,,,6/17/97,12:56pm,"3'5""/32'2""",3.4,32.2,110.0166667,9.424390244,22.26,8.47,745,3.45,3.1,116.2,,,,,,332,9,0.4,100,0.33,0.33,0.43,0.52,0.014,0.2,0,0,0.01,2.9,0.008,0.26,0.0004,0,,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,43.67711111,101.845075,Bear in the Lodge II,1997,,L,,,,,10/7/97,12:15pm,1'/10',1.0,10,10,10,16.77,9.29,638,4.88,3.5,51.7,,,,,,304,9,0.42,35,0,0.00,0.16,0.22,0.010,0.04,0,0,0,0.93,0.003,0.05,0.0002,0,,0,88,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,43.67711111,101.845075,Bear in the Lodge II,2000,,L,,,,,,,,,,,,,,,,,,,,,,,154,5,0.2,3,0.43,0.13,1.05,1.06,0.000,0.1,0,0.01,0.02,23.2,0.022,0.47,0,0,0,0,52,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,43.34268333,101.2461222,Black Pipe I,1993,,H,,,,,7/2/93,10:38am,1'/3',1.0,3,3,3,17,7.66,322,12.49,1.09,,,,,,,184,3,0.41,6,0.21,0,0.055,0.067,0,0.16,0,0.026,0,0.13,0,0,0.0004,0.008,0,0,18,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,43.34268333,101.2461222,Black Pipe I,1993,,L,,,,,12/1/93,11:10am,"1'8""/6'",1.7,6,10,3.6,4,8.41,226,12.74,0.83,2.37,,,,,,182,0.36,0.36,0.53,0,0.046,0.073,0,0.15,0,0.008,0,0.05,0,0,0,0,0.003,,0.07,15,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,43.34268333,101.2461222,Black Pipe I,1994,,H,,,,,7/12/94,11:00am,"1'5""/3'",1.4,3,4.25,2.117647059,19,8.3,325,8.51,1.09,0.4,,,,,,184,12,0.37,612,0,0.015,0.015,0.043,0,0.19,0,,0,0.46,0,0.04,0,,,,19,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,43.34268333,101.2461222,Black Pipe I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,176,18,0.38,12,0.22,0,0.034,0.06,0,0.17,0.009,,0,0.19,0,0,0.0003,,,,17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,43.34268333,101.2461222,Black Pipe I,1995,,H,e,,,,6/10/95,,,,,,,,,,,,,,,,,,212,4,0.47,17,0.51,0.024,0.11,0.133,0.005,0.126,0,,0,0.37,0,0.05,0.0002,,,,19,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,43.34268333,101.2461222,Black Pipe I,1995,,L,,,,,10/30/95,11:52am,"1'/5'8""",1.0,5.7,5.7,5.7,5.34,8.26,441,7.47,1.01,5.4,,,,,,188,17,0.33,13,0.61,0,0.065,0.067,0,0.12,0,,0,0.15,0,0,0,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,43.34268333,101.2461222,Black Pipe I,1996,,H,,,,,6/13/96,12:52pm,"1'2""/5'",1.2,5,5.833333333,4.285714286,28.08,9.61,439,9.1,2.3,24.8,,,,,,200,2,0.4,15,0.55,0.03,0.16,0.24,0.007,0.204,0,,0,0.85,0.002,0.09,0,,,,17,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,43.34268333,101.2461222,Black Pipe I,1996,,L,,,,,10/10/96,1:35pm,1'/60',1.0,6,6,6,10.95,10.06,427,12.4,1.6,4,,,,,,180,1,0.4,10,0.5,0,0.06,0.07,0.005,0.173,0,,0.006,0.22,0,0,0,,,,15,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,43.34268333,101.2461222,Black Pipe I,1997,,H,,,,,6/11/97,11:54am,"1'3""/5'5""",1.3,5.4,6.75,4.32,17.2,8.17,443,4.59,1.3,,,,,,,216,0,0.42,11,0.59,0.59,0.18,0.16,0.008,0.2,0,0,0,0.64,0.002,0.04,0,0,,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,43.34268333,101.2461222,Black Pipe I,1997,,L,,,,,10/9/97,3:15pm,"10""/5'",0.8,5,4.166666667,6,11.73,8.65,413,3.22,1.21,6.4,,,,,,190,5,0.36,10,0.49,0.49,0.1,0.1,0,0.16,0,0,0,0.1,0,0.02,0,0,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,43.34268333,101.2461222,Black Pipe I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,190,0,0.4,10,0,0.52,0.11,0.13,0.007,0.1,0,0,0,0.11,0,0.03,0,0,0,0,15,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,43.34268333,101.2461222,Black Pipe I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,190,2,0.4,12,0,0.66,0.09,0.1,0,0,0,0,0,0.87,0.002,0.06,0,0,0,0,13,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,43.34268333,101.2461222,Black Pipe II,1993,,H,,,,,,,,,,,,,,,,,,,,,,,274,4,0.38,<1,0.037,0,0.245,0.267,0,0.077,0,0,0,0.7,0,0.09,0.0031,0,0,0,55,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,43.34268333,101.2461222,Black Pipe II,1993,,L,,,,,,,,,,,,,,,,,,,,,,,292,7,0.36,16,0,0,0.143,0.15,0,0.14,0,0.009,0,0.62,0,0.05,0,0.006,0.003,0.02,53,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,43.34268333,101.2461222,Black Pipe II,1994,,H,,,,,,,,,,,,,,,,,,,,,,,288,23,0.43,12,0,0,0.205,0.214,0.005,0.07,0,,0,1.15,0,0.07,0,,,,58,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,43.34268333,101.2461222,Black Pipe II,1994,,L,,,,,,,,,,,,,,,,,,,,,,,288,23,0.43,12,0,0,0.205,0.214,0.005,0.07,0,,0,1.15,0,0.07,0,,,,58,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,43.46191389,101.4385028,Buzzard Creek I,1993,,H,,,,,6/14/93,1:25pm,".6""/10'3""",0.5,10.3,5.15,20.6,18.2,8,500,7.23,1.15,,,,,,,304,9,0.38,0,0.1,0.019,0.653,0.25,0.045,0.388,0.0005,0.02,0.015,18.8,0.018,0.45,0.0029,0.014,0,0,63,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,43.46191389,101.4385028,Buzzard Creek I,1993,,L,,,,,12/8/93,3:11pm,"1'4""/19'",1.3,19,25.33333333,14.25,,7.84,378,7.96,,11.88,,,,,,339,12,0.48,29,0,0,0.157,0.463,0,0.14,0,0,0,0.76,0,0.03,0,0,0,0.005,71,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,43.46191389,101.4385028,Buzzard Creek I,1994,,H,,,,,7/21/94,10:30am,"6""/8'6""",0.5,8.5,4.25,17,19.7,8.19,151,7.47,0.56,8.29,,,,,,384,25,0.41,13,0,0,0.634,0.715,0,0.26,0.01,,0,0.33,0,0.42,0.0006,,,,110,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,43.46191389,101.4385028,Buzzard Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,384,25,0.41,13,0,0,0.634,0.715,0,0.26,0.01,,0,0.33,0,0.42,0.0006,,,,110,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,43.46191389,101.4385028,Buzzard Creek I,1995,,H,,,,,5/23/95,,"1'3""/8'6""",1.3,8.5,10.625,6.8,12,8.83,77.6,9.48,0.33,1.79,,,,,,355,13,0.49,34,0,0,0.291,0.555,0,0.174,0,,0,0.52,0,0.06,0.0004,,,,83,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,43.46191389,101.4385028,Buzzard Creek I,1995,,L,,,,,10/25/95,11:13am,"0.9'/11'8""",0.9,11.8,10.81666667,12.87272727,3.63,7.97,826,8.38,1.11,1.3,,,,,,364,16,0.34,24,0,0,0.335,0.335,0.006,0.12,0,,0,0.39,0,0,0.0002,,,,95,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,43.46191389,101.4385028,Buzzard Creek I,1996,,H,,,,,5/31/96,12:23pm,"2'1""/20'10""",2.1,20.8,43.33333333,9.984,17.89,9.71,752,8,2.5,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,43.46191389,101.4385028,Buzzard Creek I,1997,,L,,,,,9/17/97,,1'/4',1.0,4,4,4,19.19,9.06,797,4.15,0,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,43.46191389,101.4385028,Buzzard Creek I,1998,,H,,,,,,,,,,,,,,,,,,,,,,,320,11,0.49,32,0,0,0.21,0.28,0.0011,0.2,0,0,0,1.5,0,0.14,0,0,,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,43.46191389,101.4385028,Buzzard Creek I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,344,15,0.4,53,0,0.48,0.38,0.43,0.006,0,0,0,0,1.29,0.004,0.05,0,0,0,0,105,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,43.05652778,102.9022361,Cheyenne River I,1993,,H,,,,,,,,,,,,,,,,,,,,,,,140,92,0.49,768,0,0,0.034,0.163,0.013,0.142,0.0005,0.01,0.011,4.99,0.005,0.15,0.0005,0.007,0.003,0.0029,186,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,43.05652778,102.9022361,Cheyenne River I,1993,,L,,,,,12/10/93,10:10am,3'/40',3.0,40,120,13.33333333,2.2,8.49,,10.13,1.36,69,,,,,,180,121,0.51,1130,3.22,0.43,0.014,0.068,0,0.07,0,0.009,0,2.22,0,0.09,0,0.006,0.002,0.0038,203,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,43.05652778,102.9022361,Cheyenne River I,1994,,H,,,,,7/19/94,10:00am,"1'6""/65'",1.8,65,119.1666667,35.45454545,20.8,8.35,173,7.29,2.48,53.6,,,,,,149,152,0.47,1110,0.15,0,0,0.065,0.005,0,0.009,,0.006,0.49,0,0.11,0.0003,,,,246,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,43.05652778,102.9022361,Cheyenne River I,1995,,H,,,,,5/25/95,2:44pm,"2'6""/45'",2.5,45,112.5,18,15.1,8.7,530,7.73,,,,,,,,146,60,0.44,610,0.22,0,0.025,0.17,0.052,0.83,0.016,,0.014,19.8,0.006,0.35,0.0008,,,,106,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,43.05652778,102.9022361,Cheyenne River I,1995,,L,,,,,9/28/95,1:44pm,"1'6""/75'",1.5,75,112.5,50,16.82,8.15,7.72,1,1.16,31.8,,,,,,180,136,0.48,1120,0.95,0.01,0,0.015,0,0.05,0,,0,0.65,0,0.04,0.0019,,,,214,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,43.05652778,102.9022361,Cheyenne River I,1996,,H,,,,,5/15/96,12:19pm,"2'1""/75'1""",2.1,75,156.25,36,20.48,9.35,2.54,8,1.19,95.5,,,,,,170,130,0.6,990,0.4,0,0.01,0.32,0,0.168,0.01,,0.024,6.4,0.003,0.28,0.0018,,,,216,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,43.05652778,102.9022361,Cheyenne River I,1996,,L,,,,,9/30/96,12:48pm,"1'9""/70'",1.8,70,122.5,40,15.74,9.29,2.84,2.91,3.9,18.7,,,,,,186,140,0.4,1100,1.2,0,0,0.02,0,0.052,0,,0.005,0.66,0,0.05,0.0003,,,,247,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,43.05652778,102.9022361,Cheyenne River I,1997,,H,e,,,,7/16/97,,,,,,,,,,,,,,,,,,0,113,0.6,987,0.19,0.19,0.02,0.02,0,0,0,0,0,0.7,0,0.07,0.0003,0,,0,250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,43.05652778,102.9022361,Cheyenne River I,1997,,L,,,,,10/15/97,1:30pm,"18""/--",1.5,,,,13.37,9.02,2.6,7.61,,199,,,,,,208,113,0.44,"1,050",1.31,1.31,0.01,0,0,0.04,0,0,0,0.42,0.003,0.04,0,0,,0,250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,43.05652778,102.9022361,Cheyenne River I,1998,,H,,,,,,,,,,,,,,,,,,,,,,,220,110,0.46,"1,100",0.26,0.26,1.1,1.3,0.006,0.4,0.04,0,0.04,39,0.037,0.67,0,0,0,0,230,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,43.05652778,102.9022361,Cheyenne River I,1999,,H,,,,,8/17/99,12:22pm,"16""/64'",1.3,64,85.33333333,48,22.74,7.9,2.01,9.55,8.87,21.3,,,,,,178,85,0.4,945,0,0.4,0.09,0.09,0,0.06,0,0.0006,0,0.88,0,0.06,0,0,0.006,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,43.05652778,102.9022361,Cheyenne River I,1999,,L,,,,,,,,,,,,,,,,,,,,,,,224,119,0.5,1180,0,2.42,0.03,0.03,0,0,0,0,0,0.51,0,0.08,0,0,0,0,187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,43.05652778,102.9022361,Cheyenne River I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,188,96,0.4,1090,0,0.21,0.07,0.09,0,0,0,0,0,1.62,0,0.08,0,0,0,0,210,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,43.05652778,102.9022361,Cheyenne River I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,184,89,0.4,1040,1.31,0,0.02,0.04,0,0,0,0,0,0.78,0,0.08,0,0,0,0,263,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,43.38405556,102.8292361,Cheyenne River II,1997,,H,,,,,7/16/97,12:26pm,"1'3""/115'5""",1.3,115,143.75,92,27.82,8.46,2.33,5.45,2.08,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,43.38405556,102.8292361,Cheyenne River II,1997,,L,,,,,10/1/97,3:04pm,"1'3""/----",1.3,,,,19.24,8.95,2.54,7.1,3.92,20.1,,,,,,194,128,0.45,"1,100",1.03,1.03,0.01,0,0,0.04,0,0,0,0.54,0,0,0,0,,0,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,43.38405556,102.8292361,Cheyenne River II,1999,,H,,,,,8/17/99,1:15pm,"       /78'1""",,78,,,24.9,,,,23.32,15.8,,,,,,174,82,0.7,945,0,0.37,0.07,0.08,0,0.06,0,0,0,0.98,0,0.06,0,0,0,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,43.38405556,102.8292361,Cheyenne River II,1999,,L,,,,,12/13/99,1:56pm,"1'8""/92'5""",1.7,92,153.3333333,55.2,0.57,7.13,2.43,1.87,6.2,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,43.38405556,102.8292361,Cheyenne River II,2000,,H,,,,,,,,,,,,,,,,,,,,,,,164,123,0.6,1260,0,0.59,0.02,0.06,0,0,0,0,0,0.82,0.003,0.07,0,0,0,0,243,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,43.38405556,102.8292361,Cheyenne River II,2000,,L,,,,,,,,,,,,,,,,,,,,,,,190,85,0.4,1040,1.37,0,0.03,0.03,0,0,0,0.02,0,1.05,0,0.08,0,0,0,0,236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,43.38405556,102.8292361,Cheyenne River II,2004,,H,,,,,,,,,,,,,,,,,,,,,,,160,132,0.65,1130,0.42,0,0.04,0.05,0,0.06,0,0,0,2,0,0.1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,43.03405556,101.8507833,Corn Creek I,1993,,H,,,,,6/23/93,8:47am,"2.5""/6'",0.2,6,1.25,28.8,16,,530,8.74,1.05,,,,,,,322,8,0.7,62,0.14,0,0.181,0.28,0,0.15,0,0.007,0,0.95,0,0.05,0,0,0.003,0,82,0.45, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,43.03405556,101.8507833,Corn Creek I,1993,,L,,,,,12/3/93,9:20am,"1'2""/8'",1.2,8,9.333333333,6.857142857,,8.11,251,12.33,1.2,1.99,,,,,,222,4,0.53,17,0,0,0.035,0.205,0.014,0.1,0.1,0,0.008,0,0.12,0,0,0,0,0,38,0.005, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,43.03405556,101.8507833,Corn Creek I,1994,,H,,,,,,,,,,,,,,,,,,,,,,,248,12,0.58,32,0,0,0.065,0.101,0.016,0.14,0,,0,0.25,0,0.03,0,,,,51,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,43.03405556,101.8507833,Corn Creek I,1994,,H,,,,,7/5/94,10:30am,"2'/2'2""",2.0,2.2,4.4,1.1,19.4,8.13,139,6.3,0.96,15.36,,,,,,220,18,0.47,30,0,0,0.037,0.075,0.012,0.15,0.012,,0,0.96,0,0.06,0,,,,37,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,43.03405556,101.8507833,Corn Creek I,1995,,H,,,,,6/15/95,1:23pm,"10""/2'",0.8,2,1.666666667,2.4,,,,,,12.3,,,,,,264,7,0.6,48,0.14,0,0.085,0.155,0.015,0.112,0,,0,0.98,0,0.08,0,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,43.03405556,101.8507833,Corn Creek I,1995,,L,,,,,10/11/95,12:05pm,"1'8""/2'5""",1.7,2.5,4.166666667,1.5,12.15,8.12,530,7.57,0.96,1,,,,,,226,6,0.49,30,0,0,0.06,0.07,0.011,0.21,0,,0,0.05,0,0.03,0,,,,38,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,43.03405556,101.8507833,Corn Creek I,1996,,H,,,,,5/29/96,12:53pm,"1'1""/6'3""",1.1,6.3,6.825,5.815384615,14.76,9.78,659,7.7,,8.8,,,,,,280,8,0.6,42,0,0,0.05,0.08,0,0.166,0,,0.011,0.13,0,0.04,0,,,,60,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,43.03405556,101.8507833,Corn Creek I,1996,,L,,,,,10/1/96,2:00pm,"10""/3'3""",0.8,3.3,2.75,3.96,14.14,10.6,492,13.6,4.2,4.5,,,,,,212,3,0.4,21,0,0,0.01,0.04,0.015,0.222,0.007,,0.01,0.14,0,0,0,,,,43,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,43.03405556,101.8507833,Corn Creek I,1997,,L,,,,,9/22/97,10:30am,"6""/3""",0.5,3,1.5,6,10.72,9.03,522,4.56,0.85,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,43.03405556,101.8507833,Corn Creek I,1999,,H,,,,,8/16/99,5:27pm,"3'2""/2'10""",0.3,2.9,0.725,11.6,20.42,7.87,460,7.34,11.75,43.5,,,,,,216,3,0.6,24,0,0.11,0.23,0.25,0.014,0.17,0,0,0.01,2.48,0.002,0.12,0,0,0,0,33,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,43.03405556,101.8507833,Corn Creek I,2000,,H,,,,,,,,,,,,,,,,,,,,,,,226,5,0.5,24,0,0.13,0.06,0.06,0.011,0,0,0,0,0.11,0,0,0,0,0,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,43.03405556,101.8507833,Corn Creek I,2000,,L,,,,,,,,,,,,,,,,,,,,,,,296,12,0.5,42,0.08,0.25,0.63,0.71,0.012,0,0,0,0,9.15,0.013,0.3,0,0,0,0,101,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,43.57652778,101.6640972,Craven Creek I,1993,,H,,,,,6/1/93,1:00pm,"6""/18""",0.5,1.5,0.75,3,18,7.85,530,9.65,0.89,,,,,,,253,3,0.19,0,0,0,0.073,0.101,0,0,0,0,0,0.22,0,0.03,0,0,0.003,0,102,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,43.57652778,101.6640972,Craven Creek I,1993,,L,,,,,11/30/93,1:50pm,1'/3',1.0,3,3,3,0.5,8.44,312,1.96,0.78,3.22,,,,,,282,9,0.2,0.12,0.96,0,0.081,0.384,0,0.07,0,0,0,0.12,0,0,0,0,0.003,0.11,96,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,43.57652778,101.6640972,Craven Creek I,1994,,H,,,,,6/27/94,11:08am,"11""/1'10""",0.9,1.9,1.741666667,2.072727273,19.3,8.01,55,10.46,0.49,,,,,,,304,21,0.28,12,0.7,0.022,0.201,0.257,0.01,0.08,0.006,,0,1.66,0,0.13,0,,,,90,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,43.57652778,101.6640972,Craven Creek I,1994,,L,,,,,,,,,,,,,,,,,,,,,,,283,20,0.21,9,0.88,0,0.105,0.137,0,0.06,0.006,,0,0.37,0.014,0.02,0.0006,,,,101,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
